1Amide,1Amine,2Amide,2Amine,3Amide,3Amine,Abraham AH,Abraham BH,Abraham L16,Abraham Pi,Abraham R2,Abraham Vx,Acid,Alcohol,Alkene,Amide,Amine,Anhydride,Anilines,Aromatic,Auto-Ignition,Avoidance,BP,CAS,Marker,Solvent Count,One (Hide),PP_X-Axis_CompField,PP_Y-Axis_CompField,FG_X-Axis_CompField,FG_Y-Axis_CompField,Hints and Tips,PCA2D_X-Axis_CompField,Hints,Carbonate,Chloro,Conformers TZVP-Fine,Conformers TZVP,DBIDRef TZVP-Fine,DBIDRef TZVP,Density,Dielectric,Dipole,ETN,Environmental Link,Environmental,Ester,Ether,Extension TZVP-Fine,Extension TZVP,ICH_X-Axis_CompField,VAP_X-Axis_CompField,Filename TZVP,Flammability Score,Flammability,Flash Point,Fluoro,Formula,General,Gutmann,Halogen,Hansen Disp,Hansen H-Bond,Hansen Polar,Health,Heat Capacity,Heteroaromatic Amines,Hildebrand,Hvap,Hydrocarbon,ICH Class,ICH Limit,ICH_Y-Axis_CompField,ID,Impact in Air,Impact in Water,In Ch I Key,In Ch I,Ketone/Aldehyde,LCA,MP,Miscibility,Mol. Wt.,Name,Nitrile,Nitro,Nitrogen Bases,Number of Records,Octant,Other,PC1,PC2,PC3,PC4,PC5,PCA2D_Y-Axis_CompField,PCA2D_mColor_CompField,Phosphorus Containing,Quadrant,Reactivity Literature,Reactivity,Refractive Index,Smiles,Silicone,Solubility of Water,Solvatochromic Alpha,Solvatochromic Beta,Solvatochromic Pi*,Static,Sulfide,Sulfite,Sulfone,Sulfoxide,Sulfur Containing,T-Rating,Urea,HEAT_X-Axis_CompField,VOC Potential,Vapour Pressure,Viscosity Score,Viscosity,log Pow
N,N,N,N,N,N,,,,,,0.869,N,N,N,N,N,Y,N,N,,N,39.5,407-25-0,,Solvent Count,1,3.62775,-4.25855,3.62775,-4.25855,Hints and Tips,3.62775,Hints and Tips,N,N,2,2,5,2,1.503,,,,,,N,N,cosmo,cosmo,3.62775,149,Trifluoroacetic_anhydride,Not Assigned,Not Assigned,,Y,C4F6O3,,,Y,,,,,,N,,,N,,,-4.25855,149,,,QAEDZJGFFMLHHQ-UHFFFAOYSA-N,"InChI=1S/C4F6O3/c5-3(6,7)1(11)13-2(12)4(8,9)10",N,,-65,Y,210.031,"2,2,2-trifluoroacetic Anhydride [TFAA]",N,N,N,1,6,N,3.62775,-4.25855,1.75618,-1.59535,5.66695,-4.25855,39.5,N,2,,Reactive to nucleophiles. Rapid hydrolysis in water.,1.269,O=C(C(F)(F)F)OC(=O)C(F)(F)F,N,,,,,,N,N,N,N,N,Not Assigned,N,149,3,325,,,
N,N,N,N,N,N,,,,,,1.323,N,N,Y,N,N,N,N,N,237,N,176.5,5989-27-5,,Solvent Count,1,7.08493,-0.644653,7.08493,-0.644653,Hints and Tips,7.08493,Hints and Tips,N,N,1,1,5,2,0.84,,1.57,,,,N,N,cosmo,cosmo,7.08493,156,Limonene,2,Class II,45,N,C10H16,Chiral solvent - Could be problematic for asymmetric reactions.,,N,,,,,2147,N,8.2,288,N,,,-0.644653,156,,,XMGQYMWWDOXHJM-UHFFFAOYSA-N,"InChI=1S/C10H16/c1-8(2)10-6-4-9(3)5-7-10/h4,10H,1,5-7H2,2-3H3",N,,-74.2,N,136.234,1-Methyl-4-(prop-1-en-2-yl)cyclohex-1-ene [D-Limonene],N,N,N,1,6,N,7.08493,-0.644653,0.563942,1.22877,-1.57243,-0.644653,176.5,N,2,,,1.47,CC1=CCC(CC1)C(=C)C,N,,,,,,N,N,N,N,N,T3,N,156,1,1.5,0,0.93,
N,N,N,N,N,N,,,,,,1.241,N,N,Y,N,N,N,N,N,460,N,215.3,78-59-1,,Solvent Count,1,0.23767,4.80323,0.23767,4.80323,Hints and Tips,0.23767,Hints and Tips,N,N,1,1,4,1,0.92,,3.99,,,,N,N,cosmo,cosmo,0.23767,132,isophorone,1,Class IIIA,84,N,C9H14O,,,N,,,,,1995,N,9.4,308,N,,,4.80323,132,,,HJOVHMDZYOCNQW-UHFFFAOYSA-N,"InChI=1S/C9H14O/c1-7-4-8(10)6-9(2,3)5-7/h4H,5-6H2,1-3H3",Y,,-8.1,N,138.207,"3,5,5-Trimethylcyclohex-2-enone [Isophorone]",N,N,N,1,4,N,0.23767,4.80323,-1.20272,1.43987,0.162161,4.80323,215.3,N,4,,,1.48,CC1=CC(=O)CC(C1)(C)C,N,,,,,,N,N,N,N,N,T1,N,132,1,0.3,1,2.828,1.7
N,N,N,N,N,N,0.09,0.05,2.28,0.41,0.43,0.592,N,N,Y,N,N,N,N,N,460,Y,60.2,156-59-2,,Solvent Count,1,0.491969,-5.33024,0.491969,-5.33024,Hints and Tips,0.491969,Hints and Tips,N,Y,1,1,4,1,1.276,9.2,2.95,,,,N,N,cosmo,cosmo,0.491969,160,"cis-1,2-dichloroethene",3,Class IB,4,N,C2H2Cl2,,0,Y,,,,,901,N,9.5,247,N,,,-5.33024,160,,,KFUSEUYYWQURPO-OWOJBTEDSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1+,N,,-81.5,N,96.943,"(E)-1,2-Dichloroethene",N,N,N,1,2,N,0.491969,-5.33024,-1.52464,1.85403,0.440174,-5.33024,60.2,N,2,,,1.449,Cl/C=C/Cl,N,,,,,,N,N,N,N,N,T1,N,160,3,163.1,0,0.412,1.86
N,N,N,N,N,N,0.11,0.05,2.44,0.61,0.44,0.592,N,N,Y,N,N,N,N,N,460,Y,47.7,156-60-5,,Solvent Count,1,2.03275,-5.64124,2.03275,-5.64124,Hints and Tips,2.03275,Hints and Tips,N,Y,1,1,4,1,1.246,2.3,0,,,,N,N,cosmo,cosmo,2.03275,161,"trans-1,2-dichloroethene",3,Class IB,2,N,C2H2Cl2,,0,Y,,,,,917,N,9.1,287,N,,,-5.64124,161,,,KFUSEUYYWQURPO-UPHRSURJSA-N,InChI=1S/C2H2Cl2/c3-1-2-4/h1-2H/b2-1-,N,,-49.4,N,96.943,"(Z)-1,2-Dichloroethene",N,N,N,1,2,N,2.03275,-5.64124,-0.768073,0.930582,-0.665294,-5.64124,47.7,N,2,,,1.446,Cl/C=C\Cl,N,,0,0,0.44,,N,N,N,N,N,T1,N,161,3,270.5,0,0.466,1.93
N,N,N,N,N,N,0,0.05,2.11,0.34,0.36,0.592,N,N,Y,N,N,N,N,N,570,Y,31.6,75-35-4,1,Solvent Count,1,1.42072,-6.41141,1.42072,-6.41141,Hints and Tips,1.42072,Hints and Tips,N,Y,1,1,5,2,1.175,4.8,1.25,0.19,,,N,N,cosmo,cosmo,1.42072,4,1-1-Dichloroethene,3,Class IA,-22,N,C2H2Cl2,,,Y,8.3,2.2,3.3,,967,N,8.5,197,N,1,8,-6.41141,4,,,LGXVIGDEPROXKC-UHFFFAOYSA-N,InChI=1S/C2H2Cl2/c1-2(3)4/h1H2,N,,-122.6,N,96.943,"1,1-Dichloroethene",N,N,N,1,2,N,1.42072,-6.41141,-1.7826,-0.47086,1.38552,-6.41141,31.6,N,2,,,1.425,ClC(=C)Cl,N,2.09,,,,,N,N,N,N,N,T1,N,4,3,495.6,0,0.331,2.13
N,N,N,N,N,N,0.08,0.03,,0.37,0.52,0.715,N,N,Y,N,N,N,N,N,410,Y,87.1,79-01-6,,Solvent Count,1,3.00563,-4.40146,3.00563,-4.40146,Hints and Tips,3.00563,Hints and Tips,N,Y,1,1,4,1,1.464,3.4,0.9,0.16,http://echa.europa.eu/web/guest/addressing-chemicals-of-concern/authorisation/recommendation-for-inclusion-in-the-authorisation-list/authorisation-list,REACH Annex XIV (authorisation) - alternative solvents must be screened,N,N,cosmo,cosmo,3.00563,112,trichloroethene,Not Assigned,Not Assigned,,N,C2HCl3,,,Y,8.8,2.6,1.5,,2145,N,9.2,145,N,,,-4.40146,112,,,XSTXAVWGXDQKEL-UHFFFAOYSA-N,InChI=1S/C2HCl3/c3-1-2(4)5/h1H,N,,-86.4,N,131.388,Trichloroethene,N,N,N,1,2,N,3.00563,-4.40146,-0.449743,1.31188,-0.778767,-4.40146,87.1,N,2,,,1.477,ClC=C(Cl)Cl,N,1.33,0,0,0.53,,N,N,N,N,N,T2,N,112,2,58.9,0,0.634,2.53
N,N,N,N,N,N,0,0,,0.44,0.64,0.837,N,N,Y,N,N,N,N,N,677,Y,119.1,127-18-4,2,Solvent Count,1,4.49867,-4.64387,4.49867,-4.64387,Hints and Tips,4.49867,Hints and Tips,N,Y,1,1,4,1,1.614,2.3,0,0.043,,,N,N,cosmo,cosmo,4.49867,105,tetrachloroethene,Not Assigned,Not Assigned,,N,C2Cl4,,,Y,9.3,1.4,3.2,,568,N,9.3,119,N,2,80,-4.64387,105,,,CYTYCFOTNPOANT-UHFFFAOYSA-N,InChI=1S/C2Cl4/c3-1(4)2(5)6,N,,-22.4,N,165.833,Tetrachloroethene,N,N,N,1,2,N,4.49867,-4.64387,-1.05374,1.25923,-1.60111,-4.64387,119.1,N,2,,,1.506,ClC(=C(Cl)Cl)Cl,N,0.21,0,0,0.28,,N,N,N,N,N,T1,N,105,1,14.8,0,0.905,2.88
N,N,N,N,N,N,0.33,0.56,,0.36,0.2,0.872,N,Y,N,N,N,N,N,N,343,N,119,6032-29-7,,Solvent Count,1,-2.12084,-0.75189,-2.12084,-0.75189,Hints and Tips,-2.12084,Hints and Tips,N,N,,1,,1,0.81,13.7,1.65,0.49,,,N,N,,cosmo,-2.12084,92,2-pentanol,3,Class IC,34,N,C5H12O,Racemic mixture - Could be problematic for asymmetric reactions.,,N,,,,,3196,N,10.8,1881,N,,,-0.75189,92,,,JYVLIDXNZAXMDK-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-3-4-5(2)6/h5-6H,3-4H2,1-2H3",N,,-73.2,N,88.148,Pentan-2-ol,N,N,N,1,5,N,-2.12084,-0.75189,1.81988,-1.32716,-0.562897,-0.75189,119,N,0,,,1.406,CCCC(O)C,N,21.54,,,,,N,N,N,N,N,T2,N,92,1,4,1,4.136,1.25
N,N,N,N,N,N,,,,,,1.013,N,Y,N,N,N,N,N,N,,N,131.7,108-11-2,,Solvent Count,1,-1.32958,-0.0646447,-1.32958,-0.0646447,Hints and Tips,-1.32958,Hints and Tips,N,N,7,7,5,2,0.671,,1.7,,,,N,N,cosmo,cosmo,-1.32958,265,Methyl_Isobutyl_Carbinol,1,Class IIIB,102,N,C6H14O,Racemic mixture - Could be problematic for asymmetric reactions.,,N,8,5.6,5.7,,,N,9,538,N,,,-0.0646447,265,,,WVYWICLMDOOCFB-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-5(2)4-6(3)7/h5-7H,4H2,1-3H3",N,,,N,102.175,Methyl Isobutyl Carbinol,N,N,N,1,5,N,-1.32958,-0.0646447,2.43219,-1.24635,-0.37168,-0.0646447,131.7,N,0,,,1.41,CC(CC(O)C)C,N,,,,,,N,N,N,N,N,Not Assigned,N,265,1,4.6,1,5.069,
N,N,N,N,N,N,0.32,0.57,3.76,0.54,0.46,0.904,N,Y,N,N,N,N,N,N,300,N,161.1,108-93-0,,Solvent Count,1,-2.46101,-0.080649,-2.46101,-0.080649,Hints and Tips,-2.46101,Hints and Tips,N,N,2,2,4,1,0.964,15,1.86,0.5,,,N,N,cosmo,cosmo,-2.46101,48,cyclohexanol,1,Class IIIA,68,N,C6H12O,,25,N,8.5,6.6,2,,2121,N,11.6,1753,N,,,-0.080649,48,,,HPXRVTGHNJAIIH-UHFFFAOYSA-N,"InChI=1S/C6H12O/c7-6-4-2-1-3-5-6/h6-7H,1-5H2",N,,25.2,N,100.159,Cyclohexanol,N,N,N,1,5,N,-2.46101,-0.080649,1.6858,0.322257,-1.37208,-0.080649,161.1,N,0,,,1.465,OC1CCCCC1,N,17.61,,,,,N,N,N,N,N,T2,N,48,1,1.1,1,8.204,1.23
N,N,N,N,N,N,,,,,,0.872,N,Y,N,N,N,N,N,N,385,N,128.7,137-32-6,,Solvent Count,1,-1.99901,-1.19087,-1.99901,-1.19087,Hints and Tips,-1.99901,Hints and Tips,N,N,6,6,5,2,0.681,,0,,,,N,N,cosmo,cosmo,-1.99901,264,2-Methyl_Butanol,1,Class IIIB,110,N,C5H12O,Racemic mixture - Could be problematic for asymmetric reactions.,32,N,7.5,6.6,2.3,,3485,N,10.8,698,N,,,-1.19087,264,,,QPRQEDXDYOZYLA-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-3-5(2)4-6/h5-6H,3-4H2,1-2H3",N,,,N,88.148,2-Methyl Butanol,N,N,N,1,5,N,-1.99901,-1.19087,2.53451,-1.6474,-1.3244,-1.19087,128.7,N,0,,,1.41,CCC(CO)C,N,,,,,,N,N,N,N,N,T2,N,264,1,2,1,5.355,1.29
N,N,N,N,N,N,,,,,,1.013,N,Y,N,N,N,N,N,N,285,N,157,111-27-3,,Solvent Count,1,-1.71547,0.0633819,-1.71547,0.0633819,Hints and Tips,-1.71547,Hints and Tips,N,N,2,2,4,1,0.82,,1.65,0.6,,,N,N,cosmo,cosmo,-1.71547,196,1-hexanol,1,Class IIIA,63,N,C6H14O,,,N,,,,,2859,N,10.8,1183,N,,,0.0633819,196,,,ZSIAUFGUXNUGDI-UHFFFAOYSA-N,"InChI=1S/C6H14O/c1-2-3-4-5-6-7/h7H,2-6H2,1H3",N,,-44.6,N,102.175,1-Hexanol,N,N,N,1,7,N,-1.71547,0.0633819,3.42011,-0.979458,-0.868482,0.0633819,157,N,0,,,1.42,CCCCCCO,N,,,,,,N,N,N,N,N,T3,N,196,1,0.7,1,5.275,2.03
N,N,N,N,N,N,,,,,,1.154,N,Y,N,N,N,N,N,N,282,N,176.2,111-70-6,,Solvent Count,1,-0.533689,0.91061,-0.533689,0.91061,Hints and Tips,-0.533689,Hints and Tips,N,N,2,2,4,1,0.82,,1.74,0.55,,,N,N,cosmo,cosmo,-0.533689,194,1-heptanol,1,Class IIIA,77,N,C7H16O,,,N,,,,,2828,N,10.5,1485,N,,,0.91061,194,,,BBMCTIGTTCKYKF-UHFFFAOYSA-N,"InChI=1S/C7H16O/c1-2-3-4-5-6-7-8/h8H,2-7H2,1H3",N,,-34,N,116.201,1-Heptanol,N,N,N,1,7,N,-0.533689,0.91061,4.09596,-0.810862,-0.774663,0.91061,176.2,N,0,,,1.42,CCCCCCCO,N,,,,,,N,N,N,N,N,T3,N,194,1,0.2,1,7.039,2.62
N,N,N,N,N,N,,,,,,1.435,N,Y,N,N,N,N,N,N,277,N,213.5,143-08-8,,Solvent Count,1,2.0427,2.62706,2.0427,2.62706,Hints and Tips,2.0427,Hints and Tips,N,N,2,2,4,1,0.82,,1.61,,,,N,N,cosmo,cosmo,2.0427,187,1-nonanol,1,Class IIIA,74,N,C9H20O,,,N,,,,,2821,N,10.1,1565,N,,,2.62706,187,,,ZWRUINPWMLAQRD-UHFFFAOYSA-N,"InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3",N,,-5,N,144.254,1-Nonanol,N,N,N,1,8,N,2.0427,2.62706,5.52872,-0.425519,-0.637282,2.62706,213.5,N,4,,,1.43,CCCCCCCCCO,N,,,,,,N,N,N,N,N,T3,N,187,1,0,2,11.131,4.02
N,N,N,N,N,N,0.33,0.56,,0.36,0.22,0.872,N,Y,N,N,N,N,N,N,435,N,115.3,584-02-1,,Solvent Count,1,-2.01188,-1.30853,-2.01188,-1.30853,Hints and Tips,-2.01188,Hints and Tips,N,N,2,2,4,1,0.821,13.4,1.65,0.46,,,N,N,cosmo,cosmo,-2.01188,94,3-pentanol,2,Class II,41,N,C5H12O,,,N,,,,,,N,10.2,731,N,,,-1.30853,94,,,AQIXEPGDORPWBJ-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-3-5(6)4-2/h5-6H,3-4H2,1-2H3",N,,-75,N,88.148,Pentan-3-ol,N,N,N,1,5,N,-2.01188,-1.30853,1.4764,-1.38071,-0.752789,-1.30853,115.3,N,0,,,1.41,CCC(CC)O,N,51.43,,,,,N,N,N,N,N,T2,N,94,1,6.8,1,5.682,1.21
N,N,N,N,N,N,0.31,0.6,,0.3,0.19,0.872,N,Y,N,N,N,N,N,N,435,N,102.2,75-85-4,,Solvent Count,1,-2.39071,-0.731133,-2.39071,-0.731133,Hints and Tips,-2.39071,Hints and Tips,N,N,3,3,5,2,0.806,5.8,1.71,0.32,,,N,N,cosmo,cosmo,-2.39071,20,2-Methylbutan-2-ol,2,Class II,41,N,C5H12O,,,N,,,,,3424,N,10.3,1739,N,,,-0.731133,20,,,MSXVEPNJUHWQHW-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-4-5(2,3)6/h6H,4H2,1-3H3",N,,-8.8,N,88.148,tert-Amyl Alcohol [2-Methylbutan-2-ol],N,N,N,1,5,N,-2.39071,-0.731133,1.32996,-1.71282,-0.879646,-0.731133,102.2,N,1,,,1.405,CCC(O)(C)C,N,96.43,,,,,N,N,N,N,N,T2,N,20,1,12.1,1,5.043,0.89
N,N,N,N,N,N,0.33,0.56,,0.36,0.22,0.731,N,Y,N,N,N,N,N,N,406,N,99.5,78-92-2,3,Solvent Count,1,-3.59319,-1.74486,-3.59319,-1.74486,Hints and Tips,-3.59319,Hints and Tips,N,N,4,4,4,1,0.808,16.6,1.65,0.51,,,N,N,cosmo,cosmo,-3.59319,40,2-butanol,3,Class IC,24,N,C4H10O,Racemic mixture - Could be problematic for asymmetric reactions. Viscous at lower temperatures (not preferred for crystallisation),,N,7.7,7.1,2.8,,3202,N,11.1,,N,3,5000,-1.74486,40,,,BTANRVKWQNVYAZ-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-3-4(2)5/h4-5H,3H2,1-2H3",N,,-114.7,N,74.122,Butan-2-ol,N,N,N,1,5,N,-3.59319,-1.74486,1.17917,-1.69234,-0.837775,-1.74486,99.5,N,1,,,1.397,CCC(O)C,N,111.16,,,,,N,N,N,N,N,T2,N,40,1,11.5,1,3.704,0.65
N,N,N,N,N,N,,,,,,1.186,N,Y,N,N,N,N,N,N,,N,202,34885-03-5,,Solvent Count,1,-0.759562,0.509233,-0.759562,0.509233,Hints and Tips,-0.759562,Hints and Tips,N,N,7,7,5,2,0.907,,,,,,N,N,cosmo,cosmo,-0.759562,236,cis-4-Methylcyclohexyl_methanol,Not Assigned,Not Assigned,,N,C8H16O,Cis and trans isomers - Could be problematic for asymmetric reactions.,,N,,,,,,N,,,N,,,0.509233,236,,,OSINZLLLLCUKJH-UHFFFAOYSA-N,"InChI=1S/C8H16O/c1-7-2-4-8(6-9)5-3-7/h7-9H,2-6H2,1H3",N,,,N,128.212,4-Methylcyclohexanemethanol [MCHM],N,N,N,1,7,N,-0.759562,0.509233,3.6884,-0.341782,-1.04533,0.509233,202,N,0,,,,OCC1CCC(CC1)C,N,,,,,,N,N,N,N,N,Not Assigned,N,236,,,,,
N,N,N,N,N,N,0.37,0.48,,0.39,0.19,0.872,N,Y,N,N,N,N,N,N,350,N,130.8,123-51-3,3,Solvent Count,1,-3.26716,-0.943897,-3.26716,-0.943897,Hints and Tips,-3.26716,Hints and Tips,N,N,2,2,4,1,0.809,15.2,1.83,0.56,,,N,N,cosmo,cosmo,-3.26716,25,isopentanol,2,Class II,43,N,C5H12O,,32,N,,,,1,2888,N,11.1,498,N,3,5000,-0.943897,25,1,1,PHTQWCKDNZKARW-UHFFFAOYSA-N,"InChI=1S/C5H12O/c1-5(2)3-4-6/h5-6H,3-4H2,1-2H3",N,,-117.2,N,88.148,3-Methylbutan-1-ol,N,N,N,1,5,N,-3.26716,-0.943897,2.59167,-1.21117,-0.848406,-0.943897,130.8,N,1,,,1.407,OCCC(C)C,N,26.74,,,,1,N,N,N,N,N,T2,N,25,1,2.1,1,4.221,1.16
N,N,N,N,N,N,0.37,0.48,,0.39,0.22,0.731,N,Y,N,N,N,N,N,N,408,N,107.8,78-83-1,3,Solvent Count,1,-3.71432,-2.35607,-3.71432,-2.35607,Hints and Tips,-3.71432,Hints and Tips,N,N,3,3,5,2,0.794,17.9,1.64,0.55,,,N,N,cosmo,cosmo,-3.71432,21,2-Methylpropan-1-ol,3,Class IC,28,N,C4H10O,Viscous at lower temperatures (not preferred for crystallisation),,N,7.4,7.8,2.8,1,3009,N,11.2,1788,N,3,5000,-2.35607,21,1,1,ZXEKIIBDNHEJCQ-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-4(2)3-5/h4-5H,3H2,1-2H3",N,,-108,N,74.122,iso-Butanol [2-Methylpropan-1-ol],N,N,N,1,5,N,-3.71432,-2.35607,1.93132,-1.47421,-0.774119,-2.35607,107.8,N,1,,,1.396,OCC(C)C,N,111.16,,,,1,N,N,N,N,N,T2,N,21,1,8.9,1,4.024,0.76
N,N,N,N,N,N,0.31,0.6,1.96,0.3,0.18,0.731,N,Y,N,N,N,N,N,N,478,N,82.3,75-65-0,,Solvent Count,1,-3.74469,-1.25846,-3.74469,-1.25846,Hints and Tips,-3.74469,Hints and Tips,N,N,1,1,4,1,0.789,12.5,1.65,0.39,,,N,N,cosmo,cosmo,-3.74469,22,tert-butanol,3,Class IB,11,N,C4H10O,Viscous at lower temperatures (not preferred for crystallisation).  High melting point.,38,N,,,,2,3659,N,10.6,,N,,,-1.25846,22,1,1,DKGAVHZHDRPRBM-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-4(2,3)5/h5H,1-3H3",N,,25.6,N,74.122,tert-Butanol [2-Methylpropan-2-ol],N,N,N,1,5,N,-3.74469,-1.25846,1.14292,-2.39924,-1.15615,-1.25846,82.3,N,1,,,1.388,CC(O)(C)C,N,6.5,0.68,1.01,0.41,1,N,N,N,N,N,T1,N,22,2,29.7,1,6.113,0.35
N,N,N,N,N,N,0.37,0.48,2.6,0.42,0.22,0.731,N,Y,N,N,N,N,N,N,343,N,117.7,71-36-3,3,Solvent Count,1,-4.22827,-1.69267,-4.22827,-1.69267,Hints and Tips,-4.22827,Hints and Tips,N,N,2,2,4,1,0.81,17.5,1.74,0.6,,,N,N,cosmo,cosmo,-4.22827,39,1-butanol,3,Class IC,29,N,C4H10O,Highly viscous (not preferred for crystallisation),29,N,7.8,7.7,2.8,2,2896,N,11.6,1038,N,3,5000,-1.69267,39,1,1,LRHPLDYGYMQRHN-UHFFFAOYSA-N,"InChI=1S/C4H10O/c1-2-3-4-5/h5H,2-4H2,1H3",N,,-88.6,N,74.122,Butan-1-ol,N,N,N,1,5,N,-4.22827,-1.69267,2.20752,-1.65375,-1.08503,-1.69267,117.7,N,1,,,1.399,CCCCO,N,98.84,0.79,0.88,0.47,1,N,N,N,N,N,T2,N,39,1,4.3,1,2.932,0.84
N,N,N,N,N,N,,,,,,1.295,N,Y,N,N,N,N,N,N,288,N,184.6,104-76-7,,Solvent Count,1,0.993743,1.28492,0.993743,1.28492,Hints and Tips,0.993743,Hints and Tips,N,N,7,7,5,2,0.692,,1.76,,,,N,N,cosmo,cosmo,0.993743,263,2-Ethylhexanol,1,Class IIIB,162,N,C8H18O,Racemic mixture - Could be problematic for asymmetric reactions.,,N,7.8,5.8,1.6,,3456,N,10.2,665,N,,,1.28492,263,,,YIWUKEYIRIRTPP-UHFFFAOYSA-N,"InChI=1S/C8H18O/c1-3-5-6-8(4-2)7-9/h8-9H,3-7H2,1-2H3",N,,-70,Not Determined,130.228,2-Ethylhexanol,N,N,N,1,8,N,0.993743,1.28492,4.38946,-0.582807,-0.597953,1.28492,184.6,N,0,,,1.43,CCCCC(CO)CC,N,,,,,,N,N,N,N,N,T3,N,263,1,0.1,1,9.706,
N,N,N,N,N,N,,,,,,0.649,N,Y,N,N,N,N,N,N,421,N,187.3,57-55-6,,Solvent Count,1,-8.82701,-0.147285,-8.82701,-0.147285,Hints and Tips,-8.82701,Hints and Tips,N,N,9,9,5,2,1.03,,3.63,0.72,,,N,N,cosmo,cosmo,-8.82701,229,Propyleneglycol,1,Class IIIB,99,N,C3H8O2,Racemic mixture - Could be problematic for asymmetric reactions.,,N,8.2,11.4,4.6,,2400,N,15,812,N,,,-0.147285,229,,,DNIAPMSPPWPWGF-UHFFFAOYSA-N,"InChI=1S/C3H8O2/c1-3(5)2-4/h3-5H,2H2,1H3",N,,-60,Y,76.094,Propylene Glycol,N,N,N,1,5,N,-8.82701,-0.147285,3.8777,0.751989,-0.726892,-0.147285,187.3,N,1,,,1.43,OCC(O)C,N,,,,,,N,N,N,N,N,T2,N,229,1,0.1,2,54.776,-0.92
N,N,N,N,N,N,,,,,,0.707,N,Y,N,N,N,N,N,N,393,N,290.1,56-81-5,,Solvent Count,1,-11.292,1.48289,-11.292,1.48289,Hints and Tips,-11.292,Hints and Tips,N,N,10,10,4,1,1.26,42.5,4.2,0.81,,,N,N,cosmo,cosmo,-11.292,71,glycerol,1,Class IIIB,160,N,C3H8O3,Highly viscous.,19,N,8.5,14.3,5.9,,,N,17.7,1186,N,,,1.48289,71,,,PEDCQBHIVMGVHV-UHFFFAOYSA-N,"InChI=1S/C3H8O3/c4-1-3(6)2-5/h3-6H,1-2H2",N,,18.2,Y,92.094,Glycerol,N,N,N,1,7,N,-11.292,1.48289,5.82824,3.09155,-0.187772,1.48289,290.1,N,3,,,1.47,OCC(CO)O,N,,,,,,N,N,N,N,N,T2,N,71,1,0,3,936.9,-1.76
N,N,N,N,N,N,,,,,,0.508,N,Y,N,N,N,N,N,N,400,N,197.2,107-21-1,2,Solvent Count,1,-10.7101,-1.88606,-10.7101,-1.88606,Hints and Tips,-10.7101,Hints and Tips,N,N,4,4,4,1,1.109,37.7,2.31,0.79,,,N,N,cosmo,cosmo,-10.7101,9,glycol,1,Class IIIB,111,N,C2H6O2,Highly viscous (not preferred for crystallisation),20,N,8.3,12.7,5.4,,,N,17.1,1087,N,2,620,-1.88606,9,,,LYCAIKOWRPUZTN-UHFFFAOYSA-N,"InChI=1S/C2H6O2/c3-1-2-4/h3-4H,1-2H2",N,,-13,Y,62.068,"Ethylene Glycol [1,2-Ethanediol]",N,N,N,1,5,N,-10.7101,-1.88606,4.37327,1.45192,-1.03437,-1.88606,197.2,N,1,,,1.432,OCCO,N,710.99,0.9,0.52,0.92,,N,N,N,N,N,T2,N,9,1,0.1,2,20.781,-1.36
N,N,N,N,N,N,0.37,0.48,2.03,0.42,0.24,0.59,N,Y,N,N,N,N,N,N,371,N,97.2,71-23-8,3,Solvent Count,1,-5.4197,-2.98999,-5.4197,-2.98999,Hints and Tips,-5.4197,Hints and Tips,N,N,2,2,4,1,0.804,20.5,1.65,0.62,,,N,N,cosmo,cosmo,-5.4197,97,propanol,3,Class IB,15,N,C3H8O,,,N,7.8,8.5,3.3,,2921,N,12.2,1060,N,3,5000,-2.98999,97,,,BDERNNFJNOPAEC-UHFFFAOYSA-N,"InChI=1S/C3H8O/c1-2-3-4/h4H,2-3H2,1H3",N,,-126.2,Y,60.095,Propan-1-ol,N,N,N,1,5,N,-5.4197,-2.98999,1.68422,-1.62393,-0.968217,-2.98999,97.2,N,1,,,1.386,CCCO,N,803.23,0.78,,0.52,,N,N,N,N,N,T2,N,97,1,14.3,1,2.191,0.25
